,ds,y
863,2023-06-18,26503.240234375
864,2023-06-19,26551.080078125
865,2023-06-20,26718.51953125
866,2023-06-21,27483.95703125
867,2023-06-22,26885.958984375
868,2023-06-23,27340.4375
869,2023-06-24,27340.4375
870,2023-06-25,27340.4375
871,2023-06-26,26598.919921875
872,2023-06-27,26431.48046875
873,2023-06-28,26431.48046875
874,2023-06-29,26431.48046875
875,2023-06-30,26431.48046875
876,2023-07-01,26431.48046875
877,2023-07-02,26431.48046875
878,2023-07-03,26431.48046875
879,2023-07-04,26455.400390625
880,2023-07-05,26120.521484375
881,2023-07-06,26359.720703125
882,2023-07-07,26575.0
883,2023-07-08,26575.0
884,2023-07-09,26575.0
885,2023-07-10,27850.0
886,2023-07-11,28000.0
887,2023-07-12,27600.0
888,2023-07-13,27600.0
889,2023-07-14,27500.0
890,2023-07-15,27500.0
891,2023-07-16,27500.0
892,2023-07-17,27725.0
893,2023-07-18,27900.0
894,2023-07-19,27900.0
895,2023-07-20,28425.0
896,2023-07-21,29000.0
897,2023-07-22,29000.0
898,2023-07-23,29000.0
899,2023-07-24,28900.0
900,2023-07-25,28400.0
901,2023-07-26,28250.0
902,2023-07-27,28125.0
903,2023-07-28,28100.0
904,2023-07-29,28100.0
905,2023-07-30,28100.0
906,2023-07-31,27925.0
907,2023-08-01,27500.0
908,2023-08-02,25350.0
909,2023-08-03,25975.0
910,2023-08-04,25475.0
911,2023-08-05,25475.0
912,2023-08-06,25475.0
913,2023-08-07,25675.0
914,2023-08-08,25475.0
915,2023-08-09,24975.0
916,2023-08-10,24975.0
917,2023-08-11,24750.0
918,2023-08-12,24750.0
919,2023-08-13,24750.0
920,2023-08-14,25000.0
921,2023-08-15,24825.0
922,2023-08-16,25450.0
923,2023-08-17,25450.0
924,2023-08-18,25050.0
925,2023-08-19,25050.0
926,2023-08-20,25050.0
927,2023-08-21,25100.0
928,2023-08-22,25100.0
929,2023-08-23,25025.0
930,2023-08-24,24750.0
931,2023-08-25,24800.0
932,2023-08-26,24800.0
933,2023-08-27,24800.0
934,2023-08-28,24525.0
935,2023-08-29,24525.0
936,2023-08-30,24400.0
937,2023-08-31,24050.0
938,2023-09-01,24250.0
939,2023-09-02,24250.0
940,2023-09-03,24250.0
941,2023-09-04,24100.0
942,2023-09-05,24625.0
943,2023-09-06,24225.0
944,2023-09-07,24050.0
945,2023-09-08,24075.0
946,2023-09-09,24075.0
947,2023-09-10,24075.0
948,2023-09-11,24275.0
949,2023-09-12,24175.0
950,2023-09-13,24025.0
951,2023-09-14,24250.0
952,2023-09-15,24425.0
953,2023-09-16,24425.0
954,2023-09-17,24425.0
955,2023-09-18,24175.0
956,2023-09-19,24175.0
957,2023-09-20,24725.0
958,2023-09-21,25300.0
959,2023-09-22,24850.0
960,2023-09-23,24850.0
961,2023-09-24,24850.0
962,2023-09-25,24500.0
963,2023-09-26,24150.0
964,2023-09-27,24300.0
965,2023-09-28,24300.0
966,2023-09-29,24600.0
967,2023-09-30,24600.0
968,2023-10-01,24600.0
969,2023-10-02,24850.0
970,2023-10-03,24800.0
971,2023-10-04,24525.0
972,2023-10-05,25050.0
973,2023-10-06,24975.0
974,2023-10-07,24975.0
975,2023-10-08,24975.0
976,2023-10-09,25075.0
977,2023-10-10,25025.0
978,2023-10-11,25375.0
979,2023-10-12,25000.0
980,2023-10-13,25025.0
981,2023-10-14,25025.0
982,2023-10-15,25025.0
983,2023-10-16,25275.0
984,2023-10-17,26650.0
985,2023-10-18,25800.0
986,2023-10-19,24700.0
987,2023-10-20,24800.0
988,2023-10-21,24800.0
989,2023-10-22,24800.0
990,2023-10-23,24625.0
991,2023-10-24,24675.0
992,2023-10-25,24975.0
993,2023-10-26,25625.0
994,2023-10-27,26300.0
995,2023-10-28,26300.0
996,2023-10-29,26300.0
997,2023-10-30,23575.0
998,2023-10-31,23275.0
999,2023-11-01,22175.0
1000,2023-11-02,22600.0
1001,2023-11-03,22550.0
1002,2023-11-04,22550.0
1003,2023-11-05,22550.0
1004,2023-11-06,22550.0
1005,2023-11-07,21800.0
1006,2023-11-08,21075.0
1007,2023-11-09,21600.0
1008,2023-11-10,21550.0
1009,2023-11-11,21550.0
1010,2023-11-12,21550.0
1011,2023-11-13,21450.0
1012,2023-11-14,22200.0
1013,2023-11-15,22000.0
1014,2023-11-16,22000.0
1015,2023-11-17,21850.0
1016,2023-11-18,21850.0
1017,2023-11-19,21850.0
1018,2023-11-20,22200.0
1019,2023-11-21,21975.0
1020,2023-11-22,21425.0
1021,2023-11-23,21600.0
1022,2023-11-24,21775.0
1023,2023-11-25,21775.0
1024,2023-11-26,21775.0
1025,2023-11-27,21425.0
1026,2023-11-28,21425.0
1027,2023-11-29,21300.0
1028,2023-11-30,21125.0
1029,2023-12-01,21025.0
1030,2023-12-02,21025.0
1031,2023-12-03,21025.0
1032,2023-12-04,21025.0
1033,2023-12-05,20850.0
1034,2023-12-06,21050.0
1035,2023-12-07,20900.0
1036,2023-12-08,20800.0
1037,2023-12-09,20800.0
1038,2023-12-10,20800.0
1039,2023-12-11,20650.0
1040,2023-12-12,20400.0
1041,2023-12-13,21000.0
1042,2023-12-14,20625.0
1043,2023-12-15,20725.0
1044,2023-12-16,20725.0
1045,2023-12-17,20725.0
1046,2023-12-18,20350.0
1047,2023-12-19,20250.0
1048,2023-12-20,20100.0
1049,2023-12-21,20200.0
1050,2023-12-22,20125.0
1051,2023-12-23,20125.0
1052,2023-12-24,20125.0
1053,2023-12-25,20125.0
1054,2023-12-26,20125.0
1055,2023-12-27,20000.0
1056,2023-12-28,20575.0
1057,2023-12-29,20325.0
1058,2023-12-30,20325.0
1059,2023-12-31,20325.0
1060,2024-01-01,20325.0
1061,2024-01-02,20800.0
1062,2024-01-03,21025.0
1063,2024-01-04,20850.0
1064,2024-01-05,20900.0
1065,2024-01-06,20900.0
1066,2024-01-07,20900.0
1067,2024-01-08,20625.0
1068,2024-01-09,20400.0
1069,2024-01-10,20625.0
1070,2024-01-11,20725.0
1071,2024-01-12,20675.0
1072,2024-01-13,20675.0
1073,2024-01-14,20675.0
1074,2024-01-15,20725.0
1075,2024-01-16,20725.0
1076,2024-01-17,20400.0
1077,2024-01-18,20350.0
1078,2024-01-19,20325.0
1079,2024-01-20,20325.0
1080,2024-01-21,20325.0
1081,2024-01-22,20050.0
1082,2024-01-23,20050.0
1083,2024-01-24,20225.0
1084,2024-01-25,20050.0
1085,2024-01-26,20025.0
1086,2024-01-27,20025.0
1087,2024-01-28,20025.0
1088,2024-01-29,20000.0
1089,2024-01-30,19925.0
1090,2024-01-31,19700.0
1091,2024-02-01,19575.0
1092,2024-02-02,19675.0
1093,2024-02-03,19675.0
1094,2024-02-04,19675.0
1095,2024-02-05,19525.0
1096,2024-02-06,20350.0
1097,2024-02-07,19900.0
1098,2024-02-08,19900.0
1099,2024-02-09,19900.0
1100,2024-02-10,19900.0
1101,2024-02-11,19900.0
1102,2024-02-12,19950.0
1103,2024-02-13,19900.0
1104,2024-02-14,19900.0
1105,2024-02-15,20650.0
1106,2024-02-16,20350.0
1107,2024-02-17,20350.0
1108,2024-02-18,20350.0
1109,2024-02-19,20625.0
1110,2024-02-20,20400.0
1111,2024-02-21,20225.0
1112,2024-02-22,20400.0
1113,2024-02-23,20175.0
1114,2024-02-24,20175.0
1115,2024-02-25,20175.0
1116,2024-02-26,20150.0
1117,2024-02-27,20050.0
1118,2024-02-28,20575.0
1119,2024-02-29,20325.0
1120,2024-03-01,20225.0
1121,2024-03-02,20225.0
1122,2024-03-03,20225.0
1123,2024-03-04,20250.0
1124,2024-03-05,20175.0
1125,2024-03-06,20075.0
1126,2024-03-07,20050.0
1127,2024-03-08,20000.0
1128,2024-03-09,20000.0
1129,2024-03-10,20000.0
1130,2024-03-11,20000.0
1131,2024-03-12,20000.0
1132,2024-03-13,19900.0
1133,2024-03-14,19925.0
1134,2024-03-15,19500.0
1135,2024-03-16,19500.0
1136,2024-03-17,19500.0
1137,2024-03-18,19750.0
1138,2024-03-19,19600.0
1139,2024-03-20,19700.0
1140,2024-03-21,20000.0
1141,2024-03-22,19850.0
1142,2024-03-23,19850.0
1143,2024-03-24,19850.0
1144,2024-03-25,19900.0
1145,2024-03-26,20000.0
1146,2024-03-27,20025.0
1147,2024-03-28,19900.0
1148,2024-03-29,19900.0
1149,2024-03-30,19900.0
1150,2024-03-31,19900.0
1151,2024-04-01,19675.0
1152,2024-04-02,19575.0
1153,2024-04-03,19550.0
1154,2024-04-04,19975.0
1155,2024-04-05,19950.0
1156,2024-04-06,19950.0
1157,2024-04-07,19950.0
1158,2024-04-08,19950.0
1159,2024-04-09,19950.0
1160,2024-04-10,19950.0
1161,2024-04-11,19950.0
1162,2024-04-12,19950.0
1163,2024-04-13,19950.0
1164,2024-04-14,19950.0
1165,2024-04-15,19950.0
1166,2024-04-16,19850.0
1167,2024-04-17,19600.0
1168,2024-04-18,19600.0
1169,2024-04-19,19550.0
1170,2024-04-20,19550.0
1171,2024-04-21,19550.0
1172,2024-04-22,19675.0
1173,2024-04-23,19575.0
1174,2024-04-24,19525.0
1175,2024-04-25,19150.0
1176,2024-04-26,19100.0
1177,2024-04-27,19100.0
1178,2024-04-28,19100.0
1179,2024-04-29,19100.0
1180,2024-04-30,18225.0
1181,2024-05-01,18225.0
1182,2024-05-02,17900.0
1183,2024-05-03,17925.0
1184,2024-05-04,17925.0
1185,2024-05-05,17925.0
1186,2024-05-06,17950.0
1187,2024-05-07,17900.0
1188,2024-05-08,17875.0
1189,2024-05-09,17875.0
1190,2024-05-10,17875.0
1191,2024-05-11,17875.0
1192,2024-05-12,17875.0
1193,2024-05-13,18075.0
1194,2024-05-14,18375.0
1195,2024-05-15,18700.0
1196,2024-05-16,19325.0
1197,2024-05-17,19350.0
1198,2024-05-18,19350.0
1199,2024-05-19,19350.0
1200,2024-05-20,19375.0
1201,2024-05-21,19050.0
1202,2024-05-22,19100.0
1203,2024-05-23,19100.0
1204,2024-05-24,19100.0
1205,2024-05-25,19100.0
1206,2024-05-26,19100.0
1207,2024-05-27,19125.0
1208,2024-05-28,19300.0
1209,2024-05-29,19125.0
1210,2024-05-30,19000.0
1211,2024-05-31,18700.0
1212,2024-06-01,18700.0
1213,2024-06-02,18700.0
1214,2024-06-03,18325.0
1215,2024-06-04,18450.0
1216,2024-06-05,18225.0
1217,2024-06-06,18300.0
1218,2024-06-07,18850.0
1219,2024-06-08,18850.0
1220,2024-06-09,18850.0
1221,2024-06-10,18600.0
1222,2024-06-11,18800.0
1223,2024-06-12,18375.0
1224,2024-06-13,18275.0
1225,2024-06-14,18200.0
1226,2024-06-15,18200.0
1227,2024-06-16,18200.0
1228,2024-06-17,18200.0
1229,2024-06-18,18200.0
1230,2024-06-19,18175.0
1231,2024-06-20,17950.0
1232,2024-06-21,18350.0
1233,2024-06-22,18350.0
1234,2024-06-23,18350.0
1235,2024-06-24,18300.0
1236,2024-06-25,18250.0
1237,2024-06-26,18275.0
1238,2024-06-27,18550.0
1239,2024-06-28,18100.0
1240,2024-06-29,18100.0
1241,2024-06-30,18100.0
1242,2024-07-01,17500.0
1243,2024-07-02,17400.0
1244,2024-07-03,17350.0
1245,2024-07-04,17200.0
1246,2024-07-05,17150.0
1247,2024-07-06,17150.0
1248,2024-07-07,17150.0
1249,2024-07-08,17300.0
1250,2024-07-09,17375.0
1251,2024-07-10,17300.0
1252,2024-07-11,17225.0
1253,2024-07-12,17075.0
1254,2024-07-13,17075.0
1255,2024-07-14,17075.0
1256,2024-07-15,16975.0
1257,2024-07-16,16950.0
1258,2024-07-17,16950.0
1259,2024-07-18,16900.0
1260,2024-07-19,16925.0
1261,2024-07-20,16925.0
1262,2024-07-21,16925.0
1263,2024-07-22,17125.0
1264,2024-07-23,17025.0
1265,2024-07-24,16800.0
1266,2024-07-25,16625.0
1267,2024-07-26,16600.0
1268,2024-07-27,16600.0
1269,2024-07-28,16600.0
1270,2024-07-29,16550.0
1271,2024-07-30,16200.0
1272,2024-07-31,15750.0
1273,2024-08-01,15400.0
1274,2024-08-02,15550.0
1275,2024-08-03,15550.0
1276,2024-08-04,15550.0
1277,2024-08-05,15025.0
1278,2024-08-06,14800.0
1279,2024-08-07,14800.0
1280,2024-08-08,14500.0
1281,2024-08-09,14575.0
1282,2024-08-10,14575.0
1283,2024-08-11,14575.0
1284,2024-08-12,14800.0
1285,2024-08-13,14975.0
1286,2024-08-14,14825.0
1287,2024-08-15,14850.0
1288,2024-08-16,14975.0
1289,2024-08-17,14975.0
1290,2024-08-18,14975.0
1291,2024-08-19,16200.0
1292,2024-08-20,16600.0
1293,2024-08-21,16300.0
1294,2024-08-22,16250.0
1295,2024-08-23,16225.0
1296,2024-08-24,16225.0
1297,2024-08-25,16225.0
1298,2024-08-26,15900.0
1299,2024-08-27,15875.0
1300,2024-08-28,15875.0
1301,2024-08-29,15675.0
1302,2024-08-30,16375.0
1303,2024-08-31,16375.0
1304,2024-09-01,16375.0
1305,2024-09-02,16125.0
1306,2024-09-03,16050.0
1307,2024-09-04,16050.0
1308,2024-09-05,16025.0
1309,2024-09-06,16025.0
1310,2024-09-07,16025.0
1311,2024-09-08,16025.0
1312,2024-09-09,16075.0
1313,2024-09-10,16075.0
1314,2024-09-11,16050.0
1315,2024-09-12,16000.0
1316,2024-09-13,16000.0
1317,2024-09-14,16000.0
1318,2024-09-15,16000.0
1319,2024-09-16,16000.0
1320,2024-09-17,15950.0
1321,2024-09-18,16000.0
1322,2024-09-19,15900.0
1323,2024-09-20,15500.0
1324,2024-09-21,15500.0
1325,2024-09-22,15500.0
1326,2024-09-23,15625.0
1327,2024-09-24,16550.0
1328,2024-09-25,16075.0
1329,2024-09-26,16150.0
1330,2024-09-27,16125.0
1331,2024-09-28,16125.0
1332,2024-09-29,16125.0
1333,2024-09-30,15900.0
1334,2024-10-01,16100.0
1335,2024-10-02,16075.0
1336,2024-10-03,15925.0
1337,2024-10-04,15850.0
1338,2024-10-05,15850.0
1339,2024-10-06,15850.0
1340,2024-10-07,16000.0
1341,2024-10-08,15975.0
1342,2024-10-09,15900.0
1343,2024-10-10,15650.0
1344,2024-10-11,15700.0
1345,2024-10-12,15700.0
1346,2024-10-13,15700.0
1347,2024-10-14,15700.0
1348,2024-10-15,15750.0
1349,2024-10-16,15550.0
1350,2024-10-17,15650.0
1351,2024-10-18,15625.0
1352,2024-10-19,15625.0
1353,2024-10-20,15625.0
1354,2024-10-21,15600.0
1355,2024-10-22,15500.0
1356,2024-10-23,15500.0
1357,2024-10-24,15375.0
1358,2024-10-25,15150.0
1359,2024-10-26,15150.0
1360,2024-10-27,15150.0
1361,2024-10-28,14975.0
1362,2024-10-29,14875.0
1363,2024-10-30,14250.0
1364,2024-10-31,14075.0
1365,2024-11-01,13700.0
1366,2024-11-02,13700.0
1367,2024-11-03,13700.0
1368,2024-11-04,13250.0
1369,2024-11-05,13300.0
1370,2024-11-06,13250.0
1371,2024-11-07,13200.0
1372,2024-11-08,13225.0
1373,2024-11-09,13225.0
1374,2024-11-10,13225.0
1375,2024-11-11,13225.0
1376,2024-11-12,13475.0
1377,2024-11-13,13475.0
1378,2024-11-14,13400.0
1379,2024-11-15,13275.0
1380,2024-11-16,13275.0
1381,2024-11-17,13275.0
1382,2024-11-18,13200.0
1383,2024-11-19,13200.0
1384,2024-11-20,13200.0
1385,2024-11-21,13125.0
1386,2024-11-22,13025.0
1387,2024-11-23,13025.0
1388,2024-11-24,13025.0
1389,2024-11-25,13425.0
1390,2024-11-26,13250.0
1391,2024-11-27,13250.0
1392,2024-11-28,12975.0
1393,2024-11-29,12825.0
1394,2024-11-30,12825.0
1395,2024-12-01,12825.0
1396,2024-12-02,12525.0
1397,2024-12-03,12675.0
1398,2024-12-04,13350.0
1399,2024-12-05,13650.0
1400,2024-12-06,13525.0
1401,2024-12-07,13525.0
1402,2024-12-08,13525.0
1403,2024-12-09,13650.0
1404,2024-12-10,13900.0
1405,2024-12-11,13575.0
1406,2024-12-12,13600.0
1407,2024-12-13,13475.0
1408,2024-12-14,13475.0
1409,2024-12-15,13475.0
1410,2024-12-16,13025.0
1411,2024-12-17,12850.0
1412,2024-12-18,12800.0
1413,2024-12-19,12900.0
1414,2024-12-20,13225.0
1415,2024-12-21,13225.0
1416,2024-12-22,13225.0
1417,2024-12-23,13225.0
1418,2024-12-24,13125.0
1419,2024-12-25,13125.0
1420,2024-12-26,13125.0
1421,2024-12-27,13275.0
1422,2024-12-28,13275.0
1423,2024-12-29,13275.0
1424,2024-12-30,13275.0
1425,2024-12-31,13275.0
1426,2025-01-01,13275.0
1427,2025-01-02,13100.0
1428,2025-01-03,12775.0
1429,2025-01-04,12775.0
1430,2025-01-05,12775.0
1431,2025-01-06,12775.0
1432,2025-01-07,12675.0
1433,2025-01-08,12600.0
1434,2025-01-09,12525.0
1435,2025-01-10,12500.0
1436,2025-01-11,12500.0
1437,2025-01-12,12500.0
1438,2025-01-13,12300.0
1439,2025-01-14,12150.0
1440,2025-01-15,12225.0
1441,2025-01-16,12150.0
1442,2025-01-17,12125.0
1443,2025-01-18,12125.0
1444,2025-01-19,12125.0
1445,2025-01-20,12100.0
1446,2025-01-21,12075.0
1447,2025-01-22,12025.0
1448,2025-01-23,11850.0
1449,2025-01-24,11800.0
1450,2025-01-25,11800.0
1451,2025-01-26,11800.0
1452,2025-01-27,11800.0
1453,2025-01-28,11800.0
1454,2025-01-29,11800.0
1455,2025-01-30,11550.0
1456,2025-01-31,11250.0
1457,2025-02-01,11250.0
1458,2025-02-02,11250.0
1459,2025-02-03,10875.0
1460,2025-02-04,11125.0
